seed,data_dir,cls_label_file,aug_hist_equalize,batch_size,od_crop_factor,aug_rot_degrees,aug_translate,aug_scale,split_num_val_folds,split_val_fold_idx,split_test_prop,DATA_MAX_OD_DIAMETER_PROP,DATA_CROP_ENLARGMENT_FACTOR,lr,optimizer,weight_decay_factor,sgd_nesterov,sgd_momentum,adamw_amsgrad,dropout,label_smoothing,class_balancing,focal_loss_alpha,focal_loss_gamma,backbone,experiment_name,test_auroc,test_partial_auroc,test_sens_at_95_spec
1.0,./data/cfp_od_crop_OD_f2.0,./data/dev_labels.csv,IgnoreBlack,64.0,1.2,0.0,0.0,0.0,5.0,0.0,0.2,2.0,1.4283556979968262,5e-05,adamw,0.0,0.0,0.9,0.0,0.0,0.0,none,0.5,2.0,tv-224-swin_b.IMAGENET1K_V1,h699162adab7f35c3_s1_f0,0.9765574336051941,0.9170336127281189,0.891643226146698
1.0,./data/cfp_od_crop_OD_f2.0,./data/dev_labels.csv,yes,64.0,1.2,0.0,0.0,0.0,5.0,0.0,0.2,2.0,1.4283556979968262,5e-05,adamw,0.0,0.0,0.9,0.0,0.0,0.0,none,0.5,2.0,tv-224-swin_b.IMAGENET1K_V1,h76044e9d122a305e_s1_f0,0.9747090935707092,0.9093875885009766,0.8526877760887146
